LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,14316
State,Utah,Non-Hispanic Two or More Race Groups,2009,Number,19048
State,Utah,Hispanic or Latino,2009,Number,207512
State,Texas,Total Ages 18 and Over,2009,Number,18008854
State,Texas,Non-Hispanic White alone,2009,Number,9043249
State,Texas,Non-Hispanic Black alone,2009,Number,2047543
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,61842
State,Texas,Non-Hispanic Asian alone,2009,Number,701133
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,12825
State,Texas,Non-Hispanic Two or More Race Groups,2009,Number,150096
State,Texas,Hispanic or Latino,2009,Number,5992166
State,Tennessee,Total Ages 18 and Over,2009,Number,4811332
State,Tennessee,Non-Hispanic White alone,2009,Number,3772134
State,Tennessee,Non-Hispanic Black alone,2009,Number,742235
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,13067
State,Tennessee,Non-Hispanic Asian alone,2009,Number,66448
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2144
State,Tennessee,Non-Hispanic Two or More Race Groups,2009,Number,40535
State,Tennessee,Hispanic or Latino,2009,Number,174769
State,Rhode Island,Total Ages 18 and Over,2009,Number,827744
State,Rhode Island,Non-Hispanic White alone,2009,Number,667861
State,Rhode Island,Non-Hispanic Black alone,2009,Number,40450
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,3195
State,Rhode Island,Non-Hispanic Asian alone,2009,Number,23475
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,467
State,Rhode Island,Non-Hispanic Two or More Race Groups,2009,Number,9510
State,Rhode Island,Hispanic or Latino,2009,Number,82786
State,South Dakota,Total Ages 18 and Over,2009,Number,605863
State,South Dakota,Non-Hispanic White alone,2009,Number,534041
State,South Dakota,Non-Hispanic Black alone,2009,Number,6009
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,41447
State,South Dakota,Non-Hispanic Asian alone,2009,Number,5492
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,244
State,South Dakota,Non-Hispanic Two or More Race Groups,2009,Number,6190
State,South Dakota,Hispanic or Latino,2009,Number,12440
State,South Carolina,Total Ages 18 and Over,2009,Number,3510143
State,South Carolina,Non-Hispanic White alone,2009,Number,2351098
State,South Carolina,Non-Hispanic Black alone,2009,Number,926204
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,12595
State,South Carolina,Non-Hispanic Asian alone,2009,Number,44069
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1535
State,South Carolina,Non-Hispanic Two or More Race Groups,2009,Number,27105
State,South Carolina,Hispanic or Latino,2009,Number,147537
State,Pennsylvania,Total Ages 18 and Over,2009,Number,9861929
State,Pennsylvania,Non-Hispanic White alone,2009,Number,8111663
State,Pennsylvania,Non-Hispanic Black alone,2009,Number,956664
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,13311
State,Pennsylvania,Non-Hispanic Asian alone,2009,Number,260737
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2257
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2009,Number,75741
State,Pennsylvania,Hispanic or Latino,2009,Number,441556
State,Oregon,Total Ages 18 and Over,2009,Number,2942406
State,Oregon,Non-Hispanic White alone,2009,Number,2428141
State,Oregon,Non-Hispanic Black alone,2009,Number,46535
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,31709
State,Oregon,Non-Hispanic Asian alone,2009,Number,107040
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,8741
State,Oregon,Non-Hispanic Two or More Race Groups,2009,Number,58424
State,Oregon,Hispanic or Latino,2009,Number,261816
State,Oklahoma,Total Ages 18 and Over,2009,Number,2794861
State,Oklahoma,Non-Hispanic White alone,2009,Number,2048797
State,Oklahoma,Non-Hispanic Black alone,2009,Number,193330
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,204764
State,Oklahoma,Non-Hispanic Asian alone,2009,Number,48394
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2539
State,Oklahoma,Non-Hispanic Two or More Race Groups,2009,Number,105541
State,Oklahoma,Hispanic or Latino,2009,Number,191496
State,North Dakota,Total Ages 18 and Over,2009,Number,516294
State,North Dakota,Non-Hispanic White alone,2009,Number,471055
State,North Dakota,Non-Hispanic Black alone,2009,Number,5216
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,22213
State,North Dakota,Non-Hispanic Asian alone,2009,Number,5090
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,212
State,North Dakota,Non-Hispanic Two or More Race Groups,2009,Number,4528
State,North Dakota,Hispanic or Latino,2009,Number,7980
State,Ohio,Total Ages 18 and Over,2009,Number,8780845
State,Ohio,Non-Hispanic White alone,2009,Number,7334502
State,Ohio,Non-Hispanic Black alone,2009,Number,986633
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,16968
State,Ohio,Non-Hispanic Asian alone,2009,Number,144175
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2485
State,Ohio,Non-Hispanic Two or More Race Groups,2009,Number,83944
State,Ohio,Hispanic or Latino,2009,Number,212138
State,North Carolina,Total Ages 18 and Over,2009,Number,7176611
State,North Carolina,Non-Hispanic White alone,2009,Number,4939724
State,North Carolina,Non-Hispanic Black alone,2009,Number,1464833
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,78543
State,North Carolina,Non-Hispanic Asian alone,2009,Number,149381
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,3727
State,North Carolina,Non-Hispanic Two or More Race Groups,2009,Number,65459
State,North Carolina,Hispanic or Latino,2009,Number,474944
State,New York,Total Ages 18 and Over,2009,Number,14964140
State,New York,Non-Hispanic White alone,2009,Number,9131735
State,New York,Non-Hispanic Black alone,2009,Number,2109156
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,40948
State,New York,Non-Hispanic Asian alone,2009,Number,1125606
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,5955
State,New York,Non-Hispanic Two or More Race Groups,2009,Number,154578
State,New York,Hispanic or Latino,2009,Number,2396162
State,New Mexico,Total Ages 18 and Over,2009,Number,1521332
State,New Mexico,Non-Hispanic White alone,2009,Number,696375
State,New Mexico,Non-Hispanic Black alone,2009,Number,27042
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,120819
State,New Mexico,Non-Hispanic Asian alone,2009,Number,20666
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1024
State,New Mexico,Non-Hispanic Two or More Race Groups,2009,Number,15500
State,New Mexico,Hispanic or Latino,2009,Number,639906
State,New Jersey,Total Ages 18 and Over,2009,Number,6686918
State,New Jersey,Non-Hispanic White alone,2009,Number,4175587
State,New Jersey,Non-Hispanic Black alone,2009,Number,833851
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,9163
State,New Jersey,Non-Hispanic Asian alone,2009,Number,543202
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2000
State,New Jersey,Non-Hispanic Two or More Race Groups,2009,Number,57624
State,New Jersey,Hispanic or Latino,2009,Number,1065491
State,Nevada,Total Ages 18 and Over,2009,Number,2018624
State,Nevada,Non-Hispanic White alone,2009,Number,1203758
State,Nevada,Non-Hispanic Black alone,2009,Number,150714
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,18147
State,Nevada,Non-Hispanic Asian alone,2009,Number,151931
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,11055
State,Nevada,Non-Hispanic Two or More Race Groups,2009,Number,38765
State,Nevada,Hispanic or Latino,2009,Number,444254
State,New Hampshire,Total Ages 18 and Over,2009,Number,1025252
State,New Hampshire,Non-Hispanic White alone,2009,Number,961409
State,New Hampshire,Non-Hispanic Black alone,2009,Number,9306
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,2232
State,New Hampshire,Non-Hispanic Asian alone,2009,Number,20821
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,286
State,New Hampshire,Non-Hispanic Two or More Race Groups,2009,Number,8521
State,New Hampshire,Hispanic or Latino,2009,Number,22677
State,Nebraska,Total Ages 18 and Over,2009,Number,1356140
State,Nebraska,Non-Hispanic White alone,2009,Number,1163480
State,Nebraska,Non-Hispanic Black alone,2009,Number,54293
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,9633
State,Nebraska,Non-Hispanic Asian alone,2009,Number,22845
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,779
State,Nebraska,Non-Hispanic Two or More Race Groups,2009,Number,11040
State,Nebraska,Hispanic or Latino,2009,Number,94070
State,Montana,Total Ages 18 and Over,2009,Number,760307
State,Montana,Non-Hispanic White alone,2009,Number,685604
State,Montana,Non-Hispanic Black alone,2009,Number,2656
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,38341
State,Montana,Non-Hispanic Asian alone,2009,Number,4871
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,508
State,Montana,Non-Hispanic Two or More Race Groups,2009,Number,11300
State,Montana,Hispanic or Latino,2009,Number,17027
State,Missouri,Total Ages 18 and Over,2009,Number,4534485
State,Missouri,Non-Hispanic White alone,2009,Number,3777414
State,Missouri,Non-Hispanic Black alone,2009,Number,484836
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,18532
State,Missouri,Non-Hispanic Asian alone,2009,Number,73131
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,3702
State,Missouri,Non-Hispanic Two or More Race Groups,2009,Number,49412
State,Missouri,Hispanic or Latino,2009,Number,127458
State,Mississippi,Total Ages 18 and Over,2009,Number,2200235
State,Mississippi,Non-Hispanic White alone,2009,Number,1346632
State,Mississippi,Non-Hispanic Black alone,2009,Number,758113
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,9402
State,Mississippi,Non-Hispanic Asian alone,2009,Number,19312
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,724
State,Mississippi,Non-Hispanic Two or More Race Groups,2009,Number,12473
State,Mississippi,Hispanic or Latino,2009,Number,53579
State,Michigan,Total Ages 18 and Over,2009,Number,7528988
State,Michigan,Non-Hispanic White alone,2009,Number,5971270
State,Michigan,Non-Hispanic Black alone,2009,Number,994961
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,39880
State,Michigan,Non-Hispanic Asian alone,2009,Number,175753
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1793
State,Michigan,Non-Hispanic Two or More Race Groups,2009,Number,85502
State,Michigan,Hispanic or Latino,2009,Number,259829
State,Minnesota,Total Ages 18 and Over,2009,Number,3997100
State,Minnesota,Non-Hispanic White alone,2009,Number,3459158
State,Minnesota,Non-Hispanic Black alone,2009,Number,170564
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,37600
State,Minnesota,Non-Hispanic Asian alone,2009,Number,143156
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1510
State,Minnesota,Non-Hispanic Two or More Race Groups,2009,Number,40854
State,Minnesota,Hispanic or Latino,2009,Number,144258
State,Massachusetts,Total Ages 18 and Over,2009,Number,5094678
State,Massachusetts,Non-Hispanic White alone,2009,Number,4063489
State,Massachusetts,Non-Hispanic Black alone,2009,Number,300267
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,8838
State,Massachusetts,Non-Hispanic Asian alone,2009,Number,267162
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1938
State,Massachusetts,Non-Hispanic Two or More Race Groups,2009,Number,49664
State,Massachusetts,Hispanic or Latino,2009,Number,403320
State,Maryland,Total Ages 18 and Over,2009,Number,4376757
State,Maryland,Non-Hispanic White alone,2009,Number,2528517
State,Maryland,Non-Hispanic Black alone,2009,Number,1228399
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,10939
State,Maryland,Non-Hispanic Asian alone,2009,Number,241883
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2095
State,Maryland,Non-Hispanic Two or More Race Groups,2009,Number,55448
State,Maryland,Hispanic or Latino,2009,Number,309476
State,Maine,Total Ages 18 and Over,2009,Number,1051644
State,Maine,Non-Hispanic White alone,2009,Number,1006524
State,Maine,Non-Hispanic Black alone,2009,Number,8885
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,6047
State,Maine,Non-Hispanic Asian alone,2009,Number,9626
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,237
State,Maine,Non-Hispanic Two or More Race Groups,2009,Number,9695
State,Maine,Hispanic or Latino,2009,Number,10630
State,Louisiana,Total Ages 18 and Over,2009,Number,3377420
State,Louisiana,Non-Hispanic White alone,2009,Number,2138988
State,Louisiana,Non-Hispanic Black alone,2009,Number,1007971
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,19874
State,Louisiana,Non-Hispanic Asian alone,2009,Number,52521
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1167
State,Louisiana,Non-Hispanic Two or More Race Groups,2009,Number,26158
State,Louisiana,Hispanic or Latino,2009,Number,130741
State,Kentucky,Total Ages 18 and Over,2009,Number,3295364
State,Kentucky,Non-Hispanic White alone,2009,Number,2907982
State,Kentucky,Non-Hispanic Black alone,2009,Number,238323
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,6983
State,Kentucky,Non-Hispanic Asian alone,2009,Number,34974
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1522
State,Kentucky,Non-Hispanic Two or More Race Groups,2009,Number,26414
State,Kentucky,Hispanic or Latino,2009,Number,79166
State,Iowa,Total Ages 18 and Over,2009,Number,2305901
State,Iowa,Non-Hispanic White alone,2009,Number,2104415
State,Iowa,Non-Hispanic Black alone,2009,Number,55487
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,6159
State,Iowa,Non-Hispanic Asian alone,2009,Number,38359
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1118
State,Iowa,Non-Hispanic Two or More Race Groups,2009,Number,15293
State,Iowa,Hispanic or Latino,2009,Number,85070
State,Kansas,Total Ages 18 and Over,2009,Number,2110863
State,Kansas,Non-Hispanic White alone,2009,Number,1728827
State,Kansas,Non-Hispanic Black alone,2009,Number,114933
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,17083
State,Kansas,Non-Hispanic Asian alone,2009,Number,49454
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1281
State,Kansas,Non-Hispanic Two or More Race Groups,2009,Number,27773
State,Kansas,Hispanic or Latino,2009,Number,171512
State,Illinois,Total Ages 18 and Over,2009,Number,9658372
State,Illinois,Non-Hispanic White alone,2009,Number,6518741
State,Illinois,Non-Hispanic Black alone,2009,Number,1313713
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,14628
State,Illinois,Non-Hispanic Asian alone,2009,Number,450285
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2567
State,Illinois,Non-Hispanic Two or More Race Groups,2009,Number,78806
State,Illinois,Hispanic or Latino,2009,Number,1279632
State,Indiana,Total Ages 18 and Over,2009,Number,4849621
State,Indiana,Non-Hispanic White alone,2009,Number,4090953
State,Indiana,Non-Hispanic Black alone,2009,Number,402555
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,11104
State,Indiana,Non-Hispanic Asian alone,2009,Number,75354
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1500
State,Indiana,Non-Hispanic Two or More Race Groups,2009,Number,39748
State,Indiana,Hispanic or Latino,2009,Number,228407
State,Idaho,Total Ages 18 and Over,2009,Number,1128363
State,Idaho,Non-Hispanic White alone,2009,Number,981305
State,Idaho,Non-Hispanic Black alone,2009,Number,5852
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,12570
State,Idaho,Non-Hispanic Asian alone,2009,Number,14157
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1554
State,Idaho,Non-Hispanic Two or More Race Groups,2009,Number,13330
State,Idaho,Hispanic or Latino,2009,Number,99595
State,Hawaii,Total Ages 18 and Over,2009,Number,1043921
State,Hawaii,Non-Hispanic White alone,2009,Number,267608
State,Hawaii,Non-Hispanic Black alone,2009,Number,15894
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,2459
State,Hawaii,Non-Hispanic Asian alone,2009,Number,433402
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,89715
State,Hawaii,Non-Hispanic Two or More Race Groups,2009,Number,160743
State,Hawaii,Hispanic or Latino,2009,Number,74100
State,Florida,Total Ages 18 and Over,2009,Number,14655361
State,Florida,Non-Hispanic White alone,2009,Number,9064312
State,Florida,Non-Hispanic Black alone,2009,Number,2016437
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,37542
State,Florida,Non-Hispanic Asian alone,2009,Number,349219
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,8397
State,Florida,Non-Hispanic Two or More Race Groups,2009,Number,137015
State,Florida,Hispanic or Latino,2009,Number,3042439
State,Georgia,Total Ages 18 and Over,2009,Number,7135065
State,Georgia,Non-Hispanic White alone,2009,Number,4238949
State,Georgia,Non-Hispanic Black alone,2009,Number,2053300
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,16506
State,Georgia,Non-Hispanic Asian alone,2009,Number,230468
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,3880
State,Georgia,Non-Hispanic Two or More Race Groups,2009,Number,67405
State,Georgia,Hispanic or Latino,2009,Number,524557
City,District of Columbia,Total Ages 18 and Over,2009,Number,490130
City,District of Columbia,Non-Hispanic White alone,2009,Number,185820
City,District of Columbia,Non-Hispanic Black alone,2009,Number,234937
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,1418
City,District of Columbia,Non-Hispanic Asian alone,2009,Number,17945
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,224
City,District of Columbia,Non-Hispanic Two or More Race Groups,2009,Number,8237
City,District of Columbia,Hispanic or Latino,2009,Number,41549
State,Delaware,Total Ages 18 and Over,2009,Number,685517
State,Delaware,Non-Hispanic White alone,2009,Number,476279
State,Delaware,Non-Hispanic Black alone,2009,Number,133180
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,2267
State,Delaware,Non-Hispanic Asian alone,2009,Number,21511
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,181
State,Delaware,Non-Hispanic Two or More Race Groups,2009,Number,7555
State,Delaware,Hispanic or Latino,2009,Number,44544
State,Connecticut,Total Ages 18 and Over,2009,Number,2740968
State,Connecticut,Non-Hispanic White alone,2009,Number,2053922
State,Connecticut,Non-Hispanic Black alone,2009,Number,245914
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,5334
State,Connecticut,Non-Hispanic Asian alone,2009,Number,99866
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,914
State,Connecticut,Non-Hispanic Two or More Race Groups,2009,Number,25392
State,Connecticut,Hispanic or Latino,2009,Number,309626
State,Colorado,Total Ages 18 and Over,2009,Number,3754982
State,Colorado,Non-Hispanic White alone,2009,Number,2790408
State,Colorado,Non-Hispanic Black alone,2009,Number,136741
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,24144
State,Colorado,Non-Hispanic Asian alone,2009,Number,101613
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,4113
State,Colorado,Non-Hispanic Two or More Race Groups,2009,Number,48830
State,Colorado,Hispanic or Latino,2009,Number,649133
State,California,Total Ages 18 and Over,2009,Number,27666728
State,California,Non-Hispanic White alone,2009,Number,12475625
State,California,Non-Hispanic Black alone,2009,Number,1644396
State,California,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,127303
State,California,Non-Hispanic Asian alone,2009,Number,3772058
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,97410
State,California,Non-Hispanic Two or More Race Groups,2009,Number,503211
State,California,Hispanic or Latino,2009,Number,9046725
State,Arkansas,Total Ages 18 and Over,2009,Number,2188957
State,Arkansas,Non-Hispanic White alone,2009,Number,1703718
State,Arkansas,Non-Hispanic Black alone,2009,Number,311149
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,14918
State,Arkansas,Non-Hispanic Asian alone,2009,Number,26175
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,2956
State,Arkansas,Non-Hispanic Two or More Race Groups,2009,Number,22995
State,Arkansas,Hispanic or Latino,2009,Number,107046
State,Arizona,Total Ages 18 and Over,2009,Number,4715811
State,Arizona,Non-Hispanic White alone,2009,Number,3010431
State,Arizona,Non-Hispanic Black alone,2009,Number,169132
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,173699
State,Arizona,Non-Hispanic Asian alone,2009,Number,130693
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,8055
State,Arizona,Non-Hispanic Two or More Race Groups,2009,Number,54596
State,Arizona,Hispanic or Latino,2009,Number,1169205
State,Alaska,Total Ages 18 and Over,2009,Number,512544
State,Alaska,Non-Hispanic White alone,2009,Number,351720
State,Alaska,Non-Hispanic Black alone,2009,Number,15629
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,68753
State,Alaska,Non-Hispanic Asian alone,2009,Number,27291
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,4242
State,Alaska,Non-Hispanic Two or More Race Groups,2009,Number,21329
State,Alaska,Hispanic or Latino,2009,Number,23580
State,Alabama,Total Ages 18 and Over,2009,Number,3623746
State,Alabama,Non-Hispanic White alone,2009,Number,2525276
State,Alabama,Non-Hispanic Black alone,2009,Number,895498
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,19392
State,Alabama,Non-Hispanic Asian alone,2009,Number,39772
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,1303
State,Alabama,Non-Hispanic Two or More Race Groups,2009,Number,30374
State,Alabama,Hispanic or Latino,2009,Number,112131
Nation,United States,Total Ages 18 and Over,2009,Number,232637362
Nation,United States,Non-Hispanic White alone,2009,Number,157028627
Nation,United States,Non-Hispanic Black alone,2009,Number,27155302
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2009,Number,1597646
Nation,United States,Non-Hispanic Asian alone,2009,Number,11181478
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2009,Number,349431
Nation,United States,Non-Hispanic Two or More Race Groups,2009,Number,2815128
Nation,United States,Hispanic or Latino,2009,Number,32509750
Nation,United States,Hispanic or Latino,2010,Number,33558095
Nation,United States,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,1618314
Nation,United States,Non-Hispanic Asian alone,2010,Number,11520272
Nation,United States,Non-Hispanic Black alone,2010,Number,27590389
Nation,United States,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,359768
Nation,United States,Non-Hispanic Two or More Race Groups,2010,Number,2940033
Nation,United States,Non-Hispanic White alone,2010,Number,157617639
Nation,United States,Total Ages 18 and Over,2010,Number,235204510
State,Alabama,Hispanic or Latino,2010,Number,118348
State,Alabama,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,19788
State,Alabama,Non-Hispanic Asian alone,2010,Number,41122
State,Alabama,Non-Hispanic Black alone,2010,Number,906522
State,Alabama,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,1447
State,Alabama,Non-Hispanic Two or More Race Groups,2010,Number,31600
State,Alabama,Non-Hispanic White alone,2010,Number,2536248
State,Alabama,Total Ages 18 and Over,2010,Number,3655075
State,Alaska,Hispanic or Latino,2010,Number,25002
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,69787
State,Alaska,Non-Hispanic Asian alone,2010,Number,28396
State,Alaska,Non-Hispanic Black alone,2010,Number,16407
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,4598
State,Alaska,Non-Hispanic Two or More Race Groups,2010,Number,22602
State,Alaska,Non-Hispanic White alone,2010,Number,359168
State,Alaska,Total Ages 18 and Over,2010,Number,525960
State,Arizona,Hispanic or Latino,2010,Number,1199878
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,176565
State,Arizona,Non-Hispanic Asian alone,2010,Number,135022
State,Arizona,Non-Hispanic Black alone,2010,Number,174587
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,8377
State,Arizona,Non-Hispanic Two or More Race Groups,2010,Number,57083
State,Arizona,Non-Hispanic White alone,2010,Number,3029391
State,Arizona,Total Ages 18 and Over,2010,Number,4780903
State,Arkansas,Hispanic or Latino,2010,Number,111998
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,15060
State,Arkansas,Non-Hispanic Asian alone,2010,Number,27465
State,Arkansas,Non-Hispanic Black alone,2010,Number,315539
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,3318
State,Arkansas,Non-Hispanic Two or More Race Groups,2010,Number,23778
State,Arkansas,Non-Hispanic White alone,2010,Number,1713190
State,Arkansas,Total Ages 18 and Over,2010,Number,2210348
State,California,Hispanic or Latino,2010,Number,9306747
State,California,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,126905
State,California,Non-Hispanic Asian alone,2010,Number,3862410
State,California,Non-Hispanic Black alone,2010,Number,1658672
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,100054
State,California,Non-Hispanic Two or More Race Groups,2010,Number,522943
State,California,Non-Hispanic White alone,2010,Number,12461212
State,California,Total Ages 18 and Over,2010,Number,28038943
State,Colorado,Hispanic or Latino,2010,Number,668957
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,24307
State,Colorado,Non-Hispanic Asian alone,2010,Number,105423
State,Colorado,Non-Hispanic Black alone,2010,Number,140632
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,4206
State,Colorado,Non-Hispanic Two or More Race Groups,2010,Number,51349
State,Colorado,Non-Hispanic White alone,2010,Number,2825385
State,Colorado,Total Ages 18 and Over,2010,Number,3820259
State,Connecticut,Hispanic or Latino,2010,Number,321727
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,5260
State,Connecticut,Non-Hispanic Asian alone,2010,Number,103393
State,Connecticut,Non-Hispanic Black alone,2010,Number,250443
